RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,30/09/2020
2947,2105,Kingfisher County,County,OK,OK,,40,73,133020
457,2106,Craig County,County,OK,OK,,40,35,104772
1256,2107,Nelson County,County,VA,VA,Charlottesville,51,125,249743
2136,2108,Bayfield County,County,WI,WI,,55,7,171512
767,2109,Union County,County,KY,KY,,21,225,75613
2883,2110,Appomattox County,County,VA,VA,Lynchburg,51,11,138737
2204,2111,Cleburne County,County,AL,AL,,1,29,117628
2329,2113,Harrison County,County,IA,IA,Omaha-Council Bluffs,19,85,127567
697,2114,Roane County,County,WV,WV,,54,87,78419
486,2115,Dooly County,County,GA,GA,,13,93,79257
2989,2116,Oglethorpe County,County,GA,GA,Athens-Clarke County,13,221,156807
2372,2117,LaSalle Parish,County,LA,LA,,22,59,86127
2822,2118,Pendleton County,County,KY,KY,Cincinnati,21,191,119627
899,2119,Butler County,County,IA,IA,,19,23,131381
2806,2120,Missaukee County,County,MI,MI,Cadillac,26,113,118886
2447,2121,Moultrie County,County,IL,IL,,17,139,106599
1026,2122,Fulton County,County,PA,PA,,42,57,132274
528,2123,Grand County,County,CO,CO,,8,49,458692
1129,2124,Karnes County,County,TX,TX,,48,255,136506
2315,2125,Hamilton County,County,FL,FL,,12,47,101855
935,2126,Chowan County,County,NC,NC,,37,41,137824
1515,2127,Andrews County,County,TX,TX,Andrews,48,3,173153
2735,2128,Jefferson County,County,FL,FL,Tallahassee,12,65,165885
313,2129,Rusk County,County,WI,WI,,55,107,104723
2521,2130,San Juan County,County,UT,UT,,49,37,213990
619,2131,Macon County,County,GA,GA,,13,193,54024
3054,2132,Washington County,County,IL,IL,,17,189,116938
1006,2133,Estill County,County,KY,KY,,21,65,68508
626,2134,Mason County,County,IL,IL,,17,125,54310
807,2135,White County,County,IL,IL,,17,193,76554
655,2136,Noble County,County,OH,OH,,39,121,108028
1224,2137,Monroe County,County,OH,OH,,39,111,108149
1571,2138,Calhoun County,County,FL,FL,,12,13,100616
2018,2139,Screven County,County,GA,GA,,13,251,90665
2238,2140,Crockett County,County,TN,TN,Jackson,47,33,93565
2057,2141,Trinity County,County,TX,TX,Huntsville,48,455,113104
587,2142,Lamar County,County,AL,AL,,1,75,73550
2697,2143,Faribault County,County,MN,MN,,27,43,99810
1555,2144,Braxton County,County,WV,WV,,54,7,76352
239,2145,Long County,County,GA,GA,Hinesville,13,183,167359
1267,2146,Newton County,County,TX,TX,Beaumont-Port Arthur,48,351,100149
1058,2147,Greene County,County,MS,MS,,28,41,108348
777,2148,Union County,County,SD,SD,Sioux City,46,127,246753
1273,2149,O Brien County,County,IA,IA,,19,141,105673
3105,2150,Mississippi County,County,MO,MO,,29,133,86605
2629,2151,Bienville Parish,County,LA,LA,,22,13,57513
1708,2152,Fleming County,County,KY,KY,,21,69,94401
754,2153,Trigg County,County,KY,KY,Clarksville,21,221,124504
2424,2154,McIntosh County,County,GA,GA,Brunswick,13,191,131419
2611,2155,Allamakee County,County,IA,IA,,19,5,143303
3282,2156,Manassas Park City,County,VA,VA,Washington-Arlington-Alexandria,51,685,303632
1264,2157,Newton County,County,IN,IN,Chicago-Naperville-Elgin,18,111,130559
253,2158,Mono County,County,CA,CA,,6,51,475130
1366,2159,Saline County,County,NE,NE,,31,151,121436
592,2160,Larue County,County,KY,KY,Elizabethtown-Fort Knox,21,123,121984
375,2161,Atoka County,County,OK,OK,,40,5,102258
691,2162,Price County,County,WI,WI,,55,99,108856
1863,2163,Lincoln County,County,AR,AR,Pine Bluff,5,79,70939
3029,2164,Sequatchie County,County,TN,TN,Chattanooga,47,153,130308
1357,2165,Ripley County,County,MO,MO,,29,181,91011
160,2166,Ford County,County,IL,IL,Champaign-Urbana,17,53,90210
1812,2167,Jackson County,County,TX,TX,,48,239,130550
2232,2168,Crawford County,County,MI,MI,,26,39,100909
3279,2169,Williamsburg City,County,VA,VA,Virginia Beach-Norfolk-Newport News,51,830,336624
943,2170,Clarke County,County,VA,VA,Washington-Arlington-Alexandria,51,43,374566
549,2171,Hardy County,County,WV,WV,,54,31,108955
1506,2172,Zapata County,County,TX,TX,Zapata,48,505,92602
1107,2173,Hughes County,County,OK,OK,,40,63,68132
431,2174,Cedar County,County,MO,MO,,29,39,127421
739,2175,Swain County,County,NC,NC,,37,173,179455
229,2176,Lamb County,County,TX,TX,,48,279,56244
2222,2177,Comanche County,County,TX,TX,,48,93,106306
107,2178,Cass County,County,IA,IA,,19,29,95109
2002,2179,Rolette County,County,ND,ND,,38,79,63737
116,2180,Clay County,County,AL,AL,,1,27,94553
2996,2181,Pennington County,County,MN,MN,,27,113,152743
2047,2182,Summers County,County,WV,WV,,54,89,62799
1234,2183,Morgan County,County,KY,KY,,21,175,77910
2237,2184,Crenshaw County,County,AL,AL,,1,41,73634
1114,2185,Jasper County,County,GA,GA,Atlanta-Sandy Springs-Roswell,13,159,151532
1055,2186,Greene County,County,IL,IL,,17,61,69480
661,2187,Osage County,County,MO,MO,Jefferson City,29,151,165739
597,2189,Lewis County,County,KY,KY,,21,135,57247
130,2190,Clay County,County,SD,SD,Vermillion,46,27,179547
1463,2192,Wadena County,County,MN,MN,,27,159,127592
2223,2193,Converse County,County,WY,WY,,56,9,238210
982,2193,Dawson County,County,TX,TX,Lamesa,48,115,77216
3276,2195,Martinsville City,County,VA,VA,Martinsville,51,690,57552
121,2196,Clay County,County,IL,IL,,17,25,68491
912,2197,Cannon County,County,TN,TN,Nashville-Davidson--Murfreesboro--Franklin,47,15,158155
1209,2198,Moffat County,County,CO,CO,Craig,8,81,187430
1098,2199,Howard County,County,AR,AR,,5,61,82542
2056,2200,Trinity County,County,CA,CA,,6,105,283202
1354,2201,Reeves County,County,TX,TX,Pecos,48,389,130703
1408,2202,Sumter County,County,AL,AL,,1,119,56641
950,2203,Colfax County,County,NM,NM,,35,7,153501
1070,2204,Grundy County,County,TN,TN,,47,61,99510
571,2205,Izard County,County,AR,AR,,5,65,85838
1675,2206,Douglas County,County,MO,MO,,29,67,108960
342,2207,York County,County,NE,NE,,31,185,130462
1912,2208,Madison County,County,TX,TX,,48,313,171639
108,2209,Cass County,County,IL,IL,,17,17,80079
2078,2210,Webster County,County,KY,KY,,21,233,53655
3211,2211,Kodiak Island Borough,County,AK,AK,,2,150,320147
1564,2212,Buffalo County,County,WI,WI,,55,11,135705
2165,2213,Callahan County,County,TX,TX,Abilene,48,59,120438
2873,2214,Wilbarger County,County,TX,TX,Vernon,48,487,69306
1228,2216,Monroe County,County,WV,WV,,54,63,89776
1800,2217,Jackson County,County,KY,KY,,21,109,61394
1250,2218,Murray County,County,OK,OK,,40,99,96086
3274,2219,Ketchikan Gateway Borough,County,AK,AK,Ketchikan,2,130,312663
2998,2221,Perquimans County,County,NC,NC,Elizabeth City,37,143,154691
1460,2222,Vinton County,County,OH,OH,,39,163,84295
1984,2223,Pulaski County,County,IN,IN,,18,131,103620
1724,2224,Glacier County,County,MT,MT,,30,35,103941
3180,2225,Presque Isle County,County,MI,MI,,26,141,86985
368,2226,Allen County,County,KS,KS,,20,1,73503
2044,2228,Stewart County,County,TN,TN,,47,161,138300
3098,2229,Koochiching County,County,MN,MN,,27,71,105349
1913,2230,Madison County,County,VA,VA,,51,113,237155
1045,2231,Goshen County,County,WY,WY,,56,15,174306
1715,2232,Fremont County,County,ID,ID,Rexburg,16,43,269244
1499,2233,Wright County,County,IA,IA,,19,197,81259
1640,2234,Conecuh County,County,AL,AL,,1,35,69362
3064,2234,Washington County,County,NC,NC,,37,187,60618
3171,2236,Little River County,County,AR,AR,Texarkana,5,81,78775
1963,2237,Pamlico County,County,NC,NC,New Bern,37,137,182401
372,2238,Amite County,County,MS,MS,McComb,28,5,126923
2146,2239,Bleckley County,County,GA,GA,,13,23,100244
475,2240,Desha County,County,AR,AR,,5,41,51166
3174,2241,Pend Oreille County,County,WA,WA,Spokane-Spokane Valley,53,51,227426
2160,2242,Caldwell County,County,KY,KY,,21,33,72335
1242,2243,Morris County,County,TX,TX,,48,343,88542
2384,2244,Lawrence County,County,MS,MS,,28,77,100978
2782,2246,Lunenburg County,County,VA,VA,,51,111,98492
985,2247,DeKalb County,County,MO,MO,St. Joseph,29,63,154957
2617,2248,Appanoose County,County,IA,IA,,19,7,78831
1042,2249,Glades County,County,FL,FL,,12,43,145927
1546,2250,Bledsoe County,County,TN,TN,,47,7,103653
2831,2252,Red River County,County,TX,TX,,48,387,68976
275,2253,Pike County,County,IN,IN,Jasper,18,125,101395
2275,2254,Franklin County,County,ID,ID,Logan,16,41,255580
1765,2255,Haskell County,County,OK,OK,,40,61,86168
2631,2256,Blackford County,County,IN,IN,,18,9,73851
2547,2257,Shoshone County,County,ID,ID,,16,79,136678
237,2258,Linn County,County,MO,MO,,29,115,63749
1194,2259,Menard County,County,IL,IL,Springfield,17,129,149490
830,2260,Amelia County,County,VA,VA,Richmond,51,7,200463
901,2260,Butler County,County,KY,KY,Bowling Green,21,31,98758
2882,2262,Yalobusha County,County,MS,MS,,28,161,91174
1166,2263,Marion County,County,KS,KS,,20,115,86588
742,2264,Terry County,County,TX,TX,,48,445,82110
2407,2265,Marshall County,County,IL,IL,Peoria,17,123,95266
2227,2266,Crawford County,County,GA,GA,Macon-Bibb County,13,79,125291
1334,2267,Powell County,County,KY,KY,,21,197,84832
2651,2268,Charlotte County,County,VA,VA,,51,37,125866
1820,2269,Johnson County,County,IL,IL,,17,87,110499
1980,2270,Prowers County,County,CO,CO,,8,99,86192
764,2271,Union County,County,IA,IA,,19,175,85658
1932,2272,Millard County,County,UT,UT,,49,27,182208
3256,2273,Jefferson Davis County,County,MS,MS,,28,65,81678
319,2274,Todd County,County,KY,KY,,21,219,96541
1067,2275,Grundy County,County,IA,IA,Waterloo-Cedar Falls,19,75,147550
2200,2276,Chippewa County,County,MN,MN,,27,23,97542
2654,2277,Chickasaw County,County,IA,IA,,19,37,127303
854,2278,Barton County,County,MO,MO,,29,11,92852
106,2279,Camp County,County,TX,TX,,48,63,111118
732,2280,Stone County,County,AR,AR,,5,137,108495
3113,2281,Northampton County,County,VA,VA,,51,131,187032
2632,2282,Bollinger County,County,MO,MO,Cape Girardeau,29,17,126130
3272,2283,Falls Church City,County,VA,VA,Washington-Arlington-Alexandria,51,610,831126
3245,2284,Northumberland County,County,VA,VA,,51,133,257386
680,2285,Perry County,County,MS,MS,Hattiesburg,28,111,101370
1019,2286,Fulton County,County,AR,AR,,5,49,107164
3094,2287,Greensville County,County,VA,VA,,51,81,78121
2976,2288,Montgomery County,County,MO,MO,,29,139,93388
1904,2289,Madison County,County,MO,MO,,29,123,97523
520,2290,Gates County,County,NC,NC,Virginia Beach-Norfolk-Newport News,37,73,128425
2462,2291,Okfuskee County,County,OK,OK,,40,107,72328
2184,2292,Charlton County,County,GA,GA,,13,49,103641
1382,2293,Shelby County,County,IA,IA,,19,165,128732
2257,2294,Edmonson County,County,KY,KY,Bowling Green,21,61,102920
600,2294,Lewis County,County,TN,TN,,47,101,123561
3215,2296,Poquoson City,County,VA,VA,Virginia Beach-Norfolk-Newport News,51,735,352006
1414,2298,Sussex County,County,VA,VA,Richmond,51,183,110751
2618,2299,Archuleta County,County,CO,CO,,8,7,343257
2189,2300,Cherokee County,County,IA,IA,,19,35,105028
1982,2301,Pulaski County,County,GA,GA,Warner Robins,13,235,98205
1392,2302,Sierra County,County,NM,NM,,35,51,112293
3008,2303,Rio Grande County,County,CO,CO,,8,105,202299
1461,2304,Wabash County,County,IL,IL,,17,185,76869
881,2305,Blaine County,County,OK,OK,,40,11,64886
544,2306,Grant County,County,WV,WV,,54,23,112591
551,2307,Heard County,County,GA,GA,Atlanta-Sandy Springs-Roswell,13,149,122878
191,2308,Iron County,County,MI,MI,,26,71,95041
934,2309,Chicot County,County,AR,AR,,5,17,47690
1666,2311,Decatur County,County,TN,TN,,47,39,97389
638,2312,Meigs County,County,TN,TN,,47,121,171364
3057,2313,Washington County,County,KY,KY,,21,229,119363
967,2314,Custer County,County,MT,MT,,30,17,187333
2906,2315,Cottonwood County,County,MN,MN,,27,33,108086
1507,2316,Zavala County,County,TX,TX,,48,507,62248
1489,2317,Wilcox County,County,AL,AL,,1,131,85569
2144,2318,Big Horn County,County,WY,WY,,56,3,175681
1811,2319,Jackson County,County,TN,TN,Cookeville,47,87,112108
2072,2320,Washita County,County,OK,OK,,40,149,64703
3199,2321,West Carroll Parish,County,LA,LA,,22,123,87056
95,2322,Bath County,County,KY,KY,Mount Sterling,21,11,82263
1012,2323,Fergus County,County,MT,MT,,30,27,196414
245,2324,Lyon County,County,IA,IA,,19,119,140728
3002,2325,Pushmataha County,County,OK,OK,,40,127,89086
656,2326,Noble County,County,OK,OK,,40,103,86048
2272,2327,Franklin County,County,FL,FL,,12,37,271639
456,2329,Coosa County,County,AL,AL,Talladega-Sylacauga,1,37,109107
222,2329,Lake County,County,MI,MI,,26,85,73862
2392,2331,Live Oak County,County,TX,TX,,48,297,139722
1304,2332,Owyhee County,County,ID,ID,Boise City,16,73,233944
1553,2333,Bradley County,County,AR,AR,,5,11,63620
1350,2334,Ramsey County,County,ND,ND,,38,71,140670
2014,2335,Sanders County,County,MT,MT,,30,89,244832
2746,2336,Jefferson County,County,MT,MT,Helena,30,43,328234
2778,2337,Lancaster County,County,VA,VA,,51,103,230215
1152,2338,Louisa County,County,IA,IA,,19,115,106123
1749,2339,Hancock County,County,IA,IA,,19,81,104978
1148,2340,Leslie County,County,KY,KY,,21,131,35629
2636,2341,Box Butte County,County,NE,NE,,31,13,103298
1888,2342,Lowndes County,County,AL,AL,Montgomery,1,85,83280
272,2343,Pike County,County,AR,AR,,5,109,87259
3203,2344,Chattahoochee County,County,GA,GA,Columbus,13,53,75391
545,2345,Green County,County,KY,KY,,21,87,83139
705,2346,Scott County,County,AR,AR,,5,127,81436
2595,2347,Watonwan County,County,MN,MN,,27,165,86303
3185,2348,Saint Helena Parish,County,LA,LA,Baton Rouge,22,91,141061
227,2349,Lake County,County,SD,SD,,46,79,177093
1244,2350,Morrow County,County,OR,OR,Hermiston-Pendleton,41,49,176349
2612,2351,Alleghany County,County,NC,NC,,37,5,158619
1850,2352,Latimer County,County,OK,OK,,40,77,71126
506,2353,Essex County,County,VA,VA,,51,57,184654
784,2354,Walsh County,County,ND,ND,,38,99,87091
2395,2355,Mackinac County,County,MI,MI,,26,97,94169
377,2356,Bacon County,County,GA,GA,,13,5,91597
2549,2357,Skamania County,County,WA,WA,Portland-Vancouver-Hillsboro,53,59,357370
849,2357,Barnes County,County,ND,ND,,38,3,108912
3003,2359,Red Willow County,County,NE,NE,,31,145,109377
2909,2360,Cumberland County,County,IL,IL,Charleston-Mattoon,17,35,91695
492,2361,Early County,County,GA,GA,,13,99,86182
508,2362,Evans County,County,GA,GA,,13,109,94284
1586,2363,Candler County,County,GA,GA,,13,43,111573
298,2364,Pope County,County,MN,MN,,27,121,200221
2147,2366,Boundary County,County,ID,ID,,16,21,226256
1219,2367,Monroe County,County,KY,KY,,21,171,70984
2803,2368,Middlesex County,County,VA,VA,,51,119,255946
2361,2369,Johnston County,County,OK,OK,,40,69,84857
1742,2370,Guthrie County,County,IA,IA,Des Moines-West Des Moines,19,77,135643
825,2371,Alcona County,County,MI,MI,,26,1,111607
968,2372,Custer County,County,NE,NE,,31,41,98842
1567,2374,Bullock County,County,AL,AL,,1,11,62783
693,2374,Rains County,County,TX,TX,,48,379,138360
1294,2376,Oregon County,County,MO,MO,,29,149,112654
223,2377,Lake County,County,MN,MN,,27,75,184621
2876,2377,Winnebago County,County,IA,IA,,19,189,102018
265,2379,Owen County,County,KY,KY,,21,187,125463
1361,2380,Sabine County,County,TX,TX,,48,403,100943
1594,2381,Carroll County,County,KY,KY,,21,41,92693
1443,2382,Tunica County,County,MS,MS,Memphis,28,143,88807
2436,2383,Mitchell County,County,IA,IA,,19,131,121572
132,2384,Clay County,County,TX,TX,Wichita Falls,48,77,106046
2970,2385,Montgomery County,County,IA,IA,,19,137,80614
2230,2386,Crawford County,County,IN,IN,,18,25,91964
2274,2387,Franklin County,County,IA,IA,,19,69,86814
326,2388,Ward County,County,TX,TX,,48,475,121011
192,2389,Iron County,County,MO,MO,,29,93,88451
3144,2390,Switzerland County,County,IN,IN,,18,155,129384
2291,2391,Franklin County,County,TX,TX,,48,159,167387
1491,2393,Wilkes County,County,GA,GA,,13,317,92814
128,2395,Clay County,County,NC,NC,,37,43,192082
1883,2396,Lincoln County,County,WA,WA,,53,43,221395
1174,2397,Marion County,County,TX,TX,,48,315,112595
1271,2398,Nowata County,County,OK,OK,,40,105,80065
949,2399,Colfax County,County,NE,NE,,31,37,124247
1134,2400,Keokuk County,County,IA,IA,,19,107,84053
2004,2401,Runnels County,County,TX,TX,,48,399,69033
882,2402,Blanco County,County,TX,TX,,48,31,360307
752,2403,Towns County,County,GA,GA,,13,281,216957
1997,2405,Ritchie County,County,WV,WV,,54,85,67638
675,2406,Perry County,County,AR,AR,Little Rock-North Little Rock-Conway,5,105,88010
3264,2407,Yellow Medicine County,County,MN,MN,,27,173,91203
79,2410,Lee County,County,AR,AR,,5,77,44203
2615,2411,Allendale County,County,SC,SC,,45,5,35990
92,2413,Sac County,County,IA,IA,,19,161,93222
1177,2414,Martin County,County,IN,IN,,18,101,104166
500,2415,Emmet County,County,IA,IA,,19,63,83781
1627,2416,Clinton County,County,KY,KY,,21,53,79289
1309,2417,Parmer County,County,TX,TX,,48,369,105942
1803,2418,Jackson County,County,MN,MN,,27,63,122457
1069,2419,Grundy County,County,MO,MO,,29,79,71320
2081,2420,Webster County,County,MS,MS,,28,155,125775
2563,2421,Sublette County,County,WY,WY,,56,35,272400
196,2422,Juab County,County,UT,UT,Provo-Orem,49,23,262402
2817,2424,Ochiltree County,County,TX,TX,,48,357,119877
598,2425,Lewis County,County,MO,MO,Quincy,29,111,110342
3053,2426,Washington County,County,ID,ID,,16,87,177697
2813,2428,Nantucket County,County,MA,MA,,25,19,1578764
743,2429,Teton County,County,ID,ID,Jackson,16,81,366475
694,2430,Ralls County,County,MO,MO,Hannibal,29,173,132304
575,2431,Jones County,County,NC,NC,New Bern,37,103,86200
1999,2432,Roberts County,County,SD,SD,,46,109,147961
1102,2433,Howard County,County,MO,MO,,29,89,135431
2161,2434,Caldwell Parish,County,LA,LA,,22,21,79735
2409,2435,Marshall County,County,KS,KS,,20,117,102771
420,2436,Butte County,County,SD,SD,,46,19,159810
2432,2437,Metcalfe County,County,KY,KY,Glasgow,21,169,85413
303,2438,Rice County,County,KS,KS,,20,159,66166
1141,2439,Lanier County,County,GA,GA,Valdosta,13,173,120279
914,2439,Carbon County,County,MT,MT,Billings,30,9,303646
2916,2441,Cumberland County,County,VA,VA,,51,49,154290
348,2442,Yuma County,County,CO,CO,,8,125,173922
3078,2443,White Pine County,County,NV,NV,,32,33,137421
2198,2444,Cheyenne County,County,NE,NE,,31,33,103564
993,2445,Dimmit County,County,TX,TX,,48,127,109480
404,2446,Brown County,County,KS,KS,,20,13,90799
910,2447,Camden County,County,NC,NC,Elizabeth City,37,29,226743
1818,2447,Johnson County,County,GA,GA,Dublin,13,167,73089
1454,2450,Valley County,County,ID,ID,,16,85,349627
2352,2451,Humboldt County,County,IA,IA,,19,91,108052
3124,2452,Saint Clair County,County,MO,MO,,29,185,108122
740,2453,Swift County,County,MN,MN,,27,151,110968
3106,2454,Montmorency County,County,MI,MI,,26,119,91434
2504,2455,Richland County,County,MT,MT,,30,83,321327
2041,2456,Stevens County,County,MN,MN,,27,149,116561
666,2457,Ozark County,County,MO,MO,,29,153,145961
1116,2458,Jasper County,County,IL,IL,,17,79,73714
306,2459,Rock County,County,MN,MN,,27,133,137691
647,2460,Modoc County,County,CA,CA,,6,49,136261
1573,2461,Calhoun County,County,IA,IA,,19,25,87743
690,2462,Pratt County,County,KS,KS,,20,151,80863
236,2462,Linn County,County,KS,KS,Kansas City,20,107,117908
3251,2464,Valdez Cordova Borough,County,AK,AK,,2,261,205075
2559,2465,Stephens County,County,TX,TX,,48,429,86417
1774,2466,Hickory County,County,MO,MO,,29,85,93629
366,2469,Alger County,County,MI,MI,,26,3,107756
2826,2470,Pipestone County,County,MN,MN,,27,117,88227
795,2471,Wayne County,County,NE,NE,,31,179,155580
1099,2472,Howard County,County,IA,IA,,19,89,116434
2874,2473,Wilkinson County,County,GA,GA,,13,319,70092
570,2474,Irwin County,County,GA,GA,,13,155,94890
1187,2476,McLean County,County,KY,KY,Owensboro,21,149,85409
2957,2477,Livingston County,County,KY,KY,Paducah,21,139,89903
258,2478,Nome Borough,County,AK,AK,,2,180,316965
2968,2479,Montgomery County,County,AR,AR,,5,97,101740
1238,2480,Morgan County,County,UT,UT,Ogden-Clearfield,49,29,461817
584,2481,Kiowa County,County,OK,OK,,40,75,49506
2411,2482,Marshall County,County,MN,MN,,27,89,105057
1748,2484,Hancock County,County,GA,GA,Milledgeville,13,141,103667
2162,2485,Caldwell County,County,MO,MO,Kansas City,29,25,127333
241,2486,Love County,County,OK,OK,,40,85,121796
2821,2487,Palo Alto County,County,IA,IA,,19,147,104976
1494,2488,Wilson County,County,KS,KS,,20,205,75525
2439,2489,Mitchell County,County,TX,TX,,48,335,66137
133,2490,Clay County,County,WV,WV,Charleston,54,15,86597
1054,2492,Greene County,County,IA,IA,,19,73,94933
2908,2493,Crittenden County,County,KY,KY,,21,55,81931
2051,2493,Terrell County,County,GA,GA,Albany,13,273,70104
1016,2495,Forest County,County,WI,WI,,55,41,124060
2919,2496,Deer Lodge County,County,MT,MT,,30,23,138641
1596,2497,Carroll County,County,MO,MO,,29,33,86746
941,2498,Clarke County,County,IA,IA,,19,39,116083
1541,2499,Benewah County,County,ID,ID,,16,9,173083
1490,2500,Wilcox County,County,GA,GA,,13,315,72767
2512,2501,Richmond County,County,VA,VA,,51,159,147333
2887,2502,Beaverhead County,County,MT,MT,,30,1,239133
1211,2503,Monona County,County,IA,IA,,19,133,89665
2152,2505,Brewster County,County,TX,TX,,48,43,174208
529,2506,Grand County,County,UT,UT,,49,19,404259
759,2507,Tyler County,County,WV,WV,,54,95,71016
1318,2508,Phelps County,County,NE,NE,,31,137,143669
471,2509,Dawes County,County,NE,NE,,31,45,127968
1158,2510,Maries County,County,MO,MO,,29,125,150267
964,2512,Cuming County,County,NE,NE,,31,39,158295
3090,2513,Charles Mix County,County,SD,SD,,46,23,98324
2320,2514,Hamilton County,County,NE,NE,Grand Island,31,81,187016
2969,2515,Montgomery County,County,GA,GA,Vidalia,13,209,109978
3035,2516,Stillwater County,County,MT,MT,,30,95,299822
2830,2517,Red River Parish,County,LA,LA,,22,81,73114
3091,2518,Clear Creek County,County,CO,CO,Denver-Aurora-Lakewood,8,19,392515
835,2519,Archer County,County,TX,TX,Wichita Falls,48,9,136037
1051,2520,Greene County,County,AL,AL,,1,63,74844
195,2521,Jack County,County,TX,TX,,48,237,122211
299,2522,Quay County,County,NM,NM,,35,37,79839
1446,2523,Twiggs County,County,GA,GA,Macon-Bibb County,13,289,65808
1260,2524,Nevada County,County,AR,AR,Hope,5,99,46075
1919,2525,Mathews County,County,VA,VA,Virginia Beach-Norfolk-Newport News,51,115,206975
980,2526,Dawson County,County,MT,MT,,30,21,185702
1188,2527,McLean County,County,ND,ND,,38,55,173871
2332,2528,Harrison County,County,MO,MO,,29,81,80782
1444,2529,Turner County,County,GA,GA,,13,287,77273
1420,2530,Taylor County,County,GA,GA,,13,269,80782
615,2531,Lucas County,County,IA,IA,,19,117,89023
1637,2532,Coleman County,County,TX,TX,,48,83,62928
720,2533,Sitka Borough,County,AK,AK,,2,220,416386
811,2534,Woods County,County,OK,OK,,40,151,78172
2769,2535,Lafayette County,County,FL,FL,,12,67,131546
3226,2536,San Augustine County,County,TX,TX,,48,405,119051
1049,2537,Graham County,County,NC,NC,,37,75,141827
847,2538,Baraga County,County,MI,MI,,26,13,99711
866,2539,Benton County,County,IN,IN,Lafayette-West Lafayette,18,7,94057
432,2540,Cedar County,County,NE,NE,,31,27,130286
1221,2541,Monroe County,County,MO,MO,,29,137,122021
2055,2542,Trimble County,County,KY,KY,Louisville/Jefferson County,21,223,130366
2903,2543,Clearwater County,County,ID,ID,,16,35,187869
469,2544,Davis County,County,IA,IA,Ottumwa,19,51,141459
1162,2545,Marion County,County,GA,GA,Columbus,13,197,100827
869,2546,Benton County,County,MS,MS,Memphis,28,9,83544
2539,2546,Seminole County,County,GA,GA,,13,253,86351
1249,2548,Murray County,County,MN,MN,,27,101,134991
3000,2549,Pocahontas County,County,WV,WV,,54,75,83898
1977,2550,Prairie County,County,AR,AR,,5,117,76078
213,2551,Knox County,County,NE,NE,,31,107,96752
2904,2552,Clearwater County,County,MN,MN,,27,29,130721
1040,2553,Gilmer County,County,WV,WV,,54,21,62850
2666,2554,Cleveland County,County,AR,AR,Pine Bluff,5,25,93009
1328,2555,Platte County,County,WY,WY,,56,31,213827
1295,2556,Oscoda County,County,MI,MI,,26,135,74932
948,2557,Coffey County,County,KS,KS,,20,31,108983
2298,2558,Gallatin County,County,KY,KY,Cincinnati,21,77,115303
3206,2559,Franklin City,County,VA,VA,,51,620,131718
1828,2560,Johnson County,County,WY,WY,,56,19,269823
1752,2561,Hancock County,County,KY,KY,Owensboro,21,91,101831
1617,2562,Choctaw County,County,MS,MS,,28,19,72733
123,2563,Clay County,County,KS,KS,,20,27,94872
2593,2564,Washakie County,County,WY,WY,,56,43,183205
2324,2565,Hamilton County,County,TX,TX,,48,193,111623
1473,2566,Warren County,County,IN,IN,,18,171,135540
2848,2567,Somervell County,County,TX,TX,Dallas-Fort Worth-Arlington,48,425,237155
1552,2568,Bracken County,County,KY,KY,Cincinnati,21,23,97427
3138,2569,Schoolcraft County,County,MI,MI,,26,153,109628
2317,2570,Hamilton County,County,IL,IL,,17,65,74256
1663,2570,Decatur County,County,IA,IA,,19,53,61748
2019,2572,Shannon County,County,MO,MO,,29,203,94500
2309,2573,Greenlee County,County,AZ,AZ,,4,11,87740
1653,2574,Daviess County,County,MO,MO,,29,61,131322
1784,2575,Houston County,County,TN,TN,,47,83,121552
1200,2576,Mercer County,County,ND,ND,,38,57,177695
903,2577,Butler County,County,NE,NE,,31,23,133196
2132,2578,Atkinson County,County,GA,GA,,13,3,76876
579,2579,Keith County,County,NE,NE,,31,101,141240
1858,2580,Liberty County,County,FL,FL,,12,77,118895
3005,2581,Richardson County,County,NE,NE,,31,147,53478
1445,2582,Turner County,County,SD,SD,Sioux Falls,46,125,161187
1815,2583,Jenkins County,County,GA,GA,,13,165,67224
1262,2584,Newton County,County,AR,AR,Harrison,5,101,112551
247,2585,Lyon County,County,KY,KY,,21,143,134455
2790,2586,McCulloch County,County,TX,TX,,48,307,146853
2948,2587,Kit Carson County,County,CO,CO,,8,63,162791
1641,2588,Conejos County,County,CO,CO,,8,21,129572
1527,2589,Ballard County,County,KY,KY,Paducah,21,7,83422
970,2592,Custer County,County,SD,SD,Rapid City,46,33,242794
2685,2593,Doddridge County,County,WV,WV,Clarksburg,54,17,66556
1372,2594,Searcy County,County,AR,AR,,5,129,100533
1213,2595,Monroe County,County,AR,AR,,5,95,61033
1439,2596,Traill County,County,ND,ND,,38,97,120186
2284,2597,Franklin County,County,MS,MS,,28,37,138619
975,2598,Dallas County,County,AR,AR,,5,39,42459
2120,2599,Anderson County,County,KS,KS,,20,3,97828
926,2600,Castro County,County,TX,TX,,48,69,78759
1865,2601,Lincoln County,County,GA,GA,Augusta-Richmond County,13,181,148006
2053,2602,Tillman County,County,OK,OK,,40,141,38959
1216,2603,Monroe County,County,IA,IA,,19,135,111302
2253,2604,Doniphan County,County,KS,KS,St. Joseph,20,43,94954
595,2605,Lemhi County,County,ID,ID,,16,59,237794
